Demand Balances by Primary Good
scenario,region,input,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Root_Tuber,NonFoodDemand_Crops,0.60219,0.958862,1.13736,1.20201,1.26099,1.31403,1.3606,1.40003,1.43192,1.45648,1.47337,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,SugarCrop,FeedCrops,3.11453,1.34694,2.71825,3.03224,3.61397,4.07728,4.59005,5.12105,5.66756,6.28318,6.92839,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,SugarCrop,FoodDemand_Crops,2.22462,3.22656,3.44355,3.66765,3.87978,4.08441,4.27206,4.40087,4.50627,4.5888,4.64735,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,SugarCrop,NonFoodDemand_Crops,66.0189,42.3674,53.4835,56.5233,59.2972,61.7911,63.9811,65.8352,67.3348,68.4898,69.2842,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,SugarCrop,regional sugar for ethanol,33.8173,17.3352,5.68087,6.11083,3.92087,4.71468,5.80058,7.53688,9.55203,10.1598,9.57172,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Wheat,FeedCrops,0.208046,0.198019,0.176022,0.199326,0.226719,0.261592,0.298335,0.329361,0.360526,0.390997,0.417848,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Wheat,FoodDemand_Crops,2.22065,2.78814,2.91026,3.09965,3.27893,3.45187,3.61046,3.71932,3.8084,3.87815,3.92763,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Central America and Caribbean,Wheat,NonFoodDemand_Crops,0.479946,0.291759,0.312372,0.330125,0.346326,0.360892,0.373683,0.384512,0.39327,0.400016,0.404656,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Colombia,Corn,FeedCrops,0.148593,1.43025,2.03024,1.9547,2.12702,2.30978,2.47529,2.57963,2.66467,2.76193,2.88318,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Colombia,Corn,FoodDemand_Crops,1.03549,1.84349,1.87755,2.02102,2.15736,2.29138,2.41633,2.50746,2.58651,2.65333,2.70569,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Colombia,Corn,NonFoodDemand_Crops,0.0335262,0.8785,0.92521,0.985904,1.04388,1.09748,1.14571,1.18755,1.22359,1.25376,1.27705,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Colombia,FiberCrop,FeedCrops,0.0836339,0.0183105,0.00981061,0.00933282,0.0103897,0.0115513,0.0127183,0.013961,0.0152361,0.0164238,0.0174206,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Colombia,FiberCrop,FoodDemand_Crops,0.0303298,0.0096074,0.00673925,0.00725424,0.00774362,0.00822467,0.00867317,0.00900024,0.00928398,0.00952383,0.00971178,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Colombia,FiberCrop,NonFoodDemand_Crops,0.233665,0.171271,0.12202,0.130024,0.137671,0.14474,0.151099,0.156619,0.161371,0.165351,0.168421,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Colombia,FodderHerb,FodderHerb_Residue,6.77291,6.34949,7.38663,8.59165,9.68585,10.8993,12.1097,13.1012,14.0813,15.0489,15.9534,0.0,0.0,0.0,Mt,
"Reference,date=2018-3-8T17:45:07-04:00",Colombia,Forest,NonFoodDemand_Forest,0.0102823,0.0110134,0.0111602,0.0118923,0.0125917,0.0132382,0.0138199,0.0143247,0.0147593,0.0151233,0.0154042,0.0,0.0,0.0,billion m3,
"Reference,date=2018-3-8T17:45:07-04:00",Colombia,MiscCrop,FeedCrops,0.421677,0.422998,0.311202,0.300193,0.339113,0.381683,0.424394,0.458008,0.493076,0.527134,0.558245,0.0,0.0,0.0,Mt,
